id,email,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge
1049,dayahang3@school.com,Dayahang Adhikari,Kathmandu,10,5,94,1.67,1,Business,Service,PG,IL,Y,81.32,57,Paid,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 15:59:59,06/03/2023 03:59:59,28/03/2023 19:59:59,15/04/2023 20:59:59","Currently, I'm tense because Physics is too much right now.",M
1050,paras@school.com,Paras Tamang,Bharatpur,10,95,18,0.49,20,Service,Retired,PG,12,Y,70.32,41,Paid,5,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 11:59:59,07/03/2023 03:59:59,02/04/2023 11:59:59,21/04/2023 12:59:59","Currently, I'm burnt out because Physics is confusing for me.",M
1051,namrata2@school.com,Namrata Tamang,Pokhara,11,87,99,0.63,16,Other,Service,UM,PG,N,87.72,88,Overdue,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 00:59:59,10/03/2023 07:59:59,01/04/2023 21:59:59,20/04/2023 15:59:59","I feel focused, and English is helping me learn a lot.",F
1052,sandeep4@school.com,Sandeep KC,Kathmandu,11,91,64,1.88,19,Other,Business,10,UM,Y,61.84,44,Overdue,4,10,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","28/02/2023 17:59:59,22/03/2023 12:59:59,07/04/2023 12:59:59,30/04/2023 03:59:59","Honestly, I'm anxious because Physics is confusing for me.",M
1053,priyanka2@school.com,Priyanka Khatiwada,Dharan,10,98,81,1.64,3,Service,Others,10,PG,N,91.46,97,Paid,2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 10:59:59,05/03/2023 16:59:59,28/03/2023 22:59:59,18/04/2023 00:59:59","Everything is great, especially since energized, and Physics is really interesting.",M
1054,aayush4@school.com,Aayush Khatiwada,Itahari,11,88,50,1.48,13,Service,Retired,10,10,Y,42.66,31,Overdue,1,7,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","21/02/2023 00:59:59,14/03/2023 05:59:59,10/04/2023 04:59:59,02/05/2023 20:59:59","Honestly, I'm frustrated because Physics is where I'm struggling the most.",F
1055,arpan3@school.com,Arpan Malla,Hetauda,11,75,75,1.74,8,Farmer,Business,10,UM,N,81.87,63,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 15:59:59,10/03/2023 15:59:59,01/04/2023 20:59:59,26/04/2023 11:59:59","Mostly a bit tired, and Biology is following the plan.",M
1056,shilpa3@school.com,Shilpa Adhikari,Dhangadhi,11,82,88,1.84,10,Farmer,Retired,IL,10,N,87.76,83,Paid,5,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 16:59:59,12/03/2023 02:59:59,30/03/2023 19:59:59,26/04/2023 04:59:59","I'm feeling doing as usual, and Physics is just another task.",F
1057,saugat4@school.com,Saugat Tamang,Kathmandu,9,83,53,0.52,8,Business,Business,10,12,Y,40.03,38,Overdue,2,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","26/02/2023 22:59:59,23/03/2023 04:59:59,09/04/2023 14:59:59,29/04/2023 10:59:59","To be fair, I'm isolated because English is where I'm struggling the most.",M
1058,namrata3@school.com,Namrata KC,Ghorahi,12,35,21,1.86,12,Farmer,Business,IL,10,N,63.54,96,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 08:59:59,11/03/2023 18:59:59,01/04/2023 22:59:59,20/04/2023 11:59:59","To be fair, I'm hopeless because Biology is confusing for me.",M
1059,saugat5@school.com,Saugat Raut,Pokhara,11,44,59,1.96,9,Retired,Housewife,Degree,12,Y,83.07,98,Overdue,4,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","12/02/2023 17:59:59,12/03/2023 07:59:59,29/03/2023 07:59:59,24/04/2023 09:59:59","To be fair, I'm stressed because Physics is causing me some anxiety.",F
1060,swastima8@school.com,Swastima Lamichhane,Biratnagar,12,69,93,1.12,8,Retired,Retired,10,Degree,N,67.21,90,Paid,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 18:59:59,07/03/2023 06:59:59,29/03/2023 07:59:59,17/04/2023 20:59:59","I'm vibrant, and Physics is really interesting.",F
1061,keki4@school.com,Keki Malla,Kathmandu,11,26,78,1.26,4,Other,Business,PG,Degree,N,93.36,51,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 19:59:59,07/03/2023 02:59:59,01/04/2023 01:59:59,24/04/2023 21:59:59","It's a balanced, and Biology is moving along.",M
1062,nischal5@school.com,Nischal Paudel,Pokhara,11,89,99,1.85,8,Business,Service,UM,10,N,97.6,82,Paid,1,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 21:59:59,06/03/2023 17:59:59,04/04/2023 13:59:59,24/04/2023 19:59:59","I'm feeling busy, and Physics is following the plan.",F
1063,sunil4@school.com,Sunil Pathak,Biratnagar,12,13,70,0.93,13,Retired,Housewife,PG,10,Y,88.9,46,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 00:59:59,07/03/2023 05:59:59,29/03/2023 13:59:59,20/04/2023 19:59:59","Honestly, I'm disinterested because Chemistry is causing me some anxiety.",F
1064,saugat6@school.com,Saugat Adhikari,Itahari,11,9,89,0.6,3,Other,Retired,Degree,12,Y,63.56,37,Paid,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 23:59:59,06/03/2023 06:59:59,31/03/2023 12:59:59,26/04/2023 11:59:59","To be fair, I'm very tired because English is confusing for me.",F
1065,shrinkhala3@school.com,Shrinkhala Rai,Kathmandu,10,17,34,0.59,6,Retired,Housewife,12,12,N,96.48,95,Paid,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","19/02/2023 18:59:59,04/03/2023 05:59:59,29/03/2023 11:59:59,19/04/2023 17:59:59","Everything is great, especially since happy, and Physics is really interesting.",M
1066,priyanka3@school.com,Priyanka Magar,Dharan,9,76,50,1.51,9,Business,Service,10,12,Y,43.46,42,Overdue,2,9,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","21/02/2023 09:59:59,22/03/2023 13:59:59,12/04/2023 07:59:59,24/04/2023 10:59:59",I'm feeling low because Biology is confusing for me.,F
1067,arpan4@school.com,Arpan Basnet,Pokhara,9,78,99,1.54,11,Retired,Others,Degree,Degree,Y,81.81,32,Paid,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 18:59:59,14/03/2023 04:59:59,01/04/2023 10:59:59,16/04/2023 14:59:59","To be fair, I'm very tired because English is hard to keep up with.",F
1068,priyanka4@school.com,Priyanka Gurung,Dharan,10,76,50,0.18,3,Service,Retired,UM,Degree,N,87.58,3,Overdue,2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 02:59:59,09/03/2023 13:59:59,28/03/2023 04:59:59,17/04/2023 20:59:59",I'm feeling tense because Physics is taking up all my energy.,F
1069,nischal6@school.com,Nischal Basnet,Pokhara,9,62,18,1.24,2,Business,Housewife,12,10,Y,88.77,97,Overdue,5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 05:59:59,15/03/2023 10:59:59,31/03/2023 10:59:59,17/04/2023 20:59:59","Honestly, I'm lonely because Biology is stressing me out.",M
1070,saugat7@school.com,Saugat Pathak,Dhangadhi,9,84,58,1.96,6,Service,Retired,12,PG,Y,52.29,41,Paid,3,9,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","20/02/2023 06:59:59,19/03/2023 08:59:59,10/04/2023 09:59:59,27/04/2023 22:59:59","Lately, I've been tense because Biology is too much right now.",F
1071,barsha2@school.com,Barsha Paudel,Bharatpur,10,52,43,1.11,10,Other,Others,10,UM,N,60.8,5,Overdue,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 20:59:59,06/03/2023 15:59:59,27/03/2023 05:59:59,18/04/2023 06:59:59",I'm feeling anxious because Chemistry is causing me some anxiety.,F
1072,arpan5@school.com,Arpan Gurung,Dhangadhi,12,3,10,1.19,9,Retired,Housewife,10,IL,N,76.59,64,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 08:59:59,13/03/2023 09:59:59,29/03/2023 09:59:59,22/04/2023 16:59:59","It's a steady, and Chemistry is part of my routine.",M
1073,paras2@school.com,Paras Karki,Bharatpur,12,85,67,1.95,17,Other,Housewife,PG,UM,Y,40.32,16,Paid,1,6,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","23/02/2023 18:59:59,22/03/2023 06:59:59,09/04/2023 17:59:59,03/05/2023 22:59:59","Lately, I've been disinterested because Chemistry is too much right now.",M
1074,keki5@school.com,Keki Adhikari,Lalitpur,10,2,86,1.9,20,Other,Business,10,IL,N,78.62,90,Paid,2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 21:59:59,04/03/2023 10:59:59,01/04/2023 08:59:59,17/04/2023 09:59:59","I'm great, and Physics is my favorite part of the week.",F
1075,namrata4@school.com,Namrata Basnet,Itahari,11,87,87,1.73,14,Service,Housewife,10,10,N,91.11,100,Paid,2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 12:59:59,10/03/2023 17:59:59,03/04/2023 20:59:59,22/04/2023 06:59:59","I'm vibrant, and English is better than I thought.",M
1076,anmol4@school.com,Anmol Raut,Birgunj,11,2,15,0.39,15,Farmer,Retired,UM,PG,N,92.17,47,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 03:59:59,12/03/2023 02:59:59,30/03/2023 18:59:59,24/04/2023 00:59:59","Things are fine, and Physics is following the plan.",F
1077,paras3@school.com,Paras Khatiwada,Kathmandu,12,90,95,0.34,19,Business,Others,IL,Degree,N,91.24,94,Paid,4,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","18/02/2023 20:59:59,07/03/2023 05:59:59,31/03/2023 03:59:59,19/04/2023 09:59:59","Currently vibrant, and Mathematics is manageable.",M
1078,arpan6@school.com,Arpan Rai,Pokhara,12,16,21,0.48,1,Other,Others,Degree,UM,Y,76.29,29,Overdue,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 11:59:59,10/03/2023 00:59:59,02/04/2023 20:59:59,17/04/2023 18:59:59","Currently, I'm frustrated because Chemistry is stressing me out.",F
1079,sushma5@school.com,Sushma Pathak,Lalitpur,11,24,33,1.61,9,Farmer,Service,IL,UM,N,72.41,19,Overdue,3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 06:59:59,07/03/2023 06:59:59,29/03/2023 06:59:59,23/04/2023 00:59:59","To be fair, I'm very tired because Biology is stressing me out.",F
1080,dayahang4@school.com,Dayahang KC,Butwal,10,100,99,1.18,4,Business,Others,12,Degree,N,96.79,82,Paid,2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 14:59:59,09/03/2023 14:59:59,31/03/2023 18:59:59,21/04/2023 12:59:59","Things are neutral, and Mathematics is part of my routine.",M
1081,namrata5@school.com,Namrata Gurung,Biratnagar,10,77,59,1.96,4,Farmer,Housewife,10,PG,Y,52.67,37,Paid,4,5,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","01/03/2023 17:59:59,12/03/2023 04:59:59,07/04/2023 05:59:59,23/04/2023 06:59:59","Lately, I've been anxious because Chemistry is causing me some anxiety.",F
1082,keki6@school.com,Keki Basnet,Dhangadhi,9,20,12,0.78,8,Retired,Housewife,Degree,12,N,87.3,6,Paid,4,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 09:59:59,13/03/2023 07:59:59,30/03/2023 14:59:59,15/04/2023 19:59:59","Currently, I'm distracted because Physics is confusing for me.",F
1083,anmol5@school.com,Anmol Khatiwada,Birgunj,9,97,86,1.63,4,Other,Housewife,10,Degree,N,95.27,88,Paid,1,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 06:59:59,12/03/2023 12:59:59,30/03/2023 15:59:59,17/04/2023 05:59:59","Everything is great, especially since energized, and Biology is my favorite part of the week.",M
1084,sushma6@school.com,Sushma Khadka,Birgunj,11,3,91,0.71,6,Retired,Service,12,UM,N,99.11,84,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 20:59:59,09/03/2023 20:59:59,30/03/2023 07:59:59,24/04/2023 14:59:59","Mostly a bit tired, and Biology is taking standard effort.",F
1085,rekha@school.com,Rekha Pathak,Lalitpur,11,100,43,0.81,8,Service,Business,10,UM,N,81.16,79,Paid,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 14:59:59,11/03/2023 04:59:59,30/03/2023 04:59:59,23/04/2023 22:59:59","Mostly stable, and Biology is part of my routine.",F
1086,arpan7@school.com,Arpan Khadka,Hetauda,10,82,61,1.28,3,Retired,Retired,IL,10,N,69.11,3,Paid,1,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 19:59:59,09/03/2023 19:59:59,29/03/2023 02:59:59,16/04/2023 10:59:59","Honestly, I'm exhausted because Physics is confusing for me.",M
1087,sushma7@school.com,Sushma Paudel,Dharan,10,68,19,0.96,15,Service,Service,12,10,Y,76.52,49,Overdue,2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 11:59:59,08/03/2023 04:59:59,29/03/2023 05:59:59,18/04/2023 01:59:59","To be fair, I'm overwhelmed because Physics is too much right now.",M
1088,shrinkhala4@school.com,Shrinkhala Karki,Butwal,11,3,3,1.59,5,Business,Others,UM,Degree,Y,69.15,16,Paid,3,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 16:59:59,09/03/2023 12:59:59,03/04/2023 12:59:59,26/04/2023 16:59:59","Lately, I've been isolated because Physics is hard to keep up with.",F
1089,nischal7@school.com,Nischal KC,Dhangadhi,12,66,10,1.41,15,Business,Others,UM,UM,Y,74.42,60,Overdue,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 02:59:59,11/03/2023 13:59:59,28/03/2023 22:59:59,21/04/2023 14:59:59","Lately, I've been anxious because Mathematics is too much right now.",F
1090,dayahang5@school.com,Dayahang Lamichhane,Bharatpur,12,90,59,0.94,12,Business,Others,10,UM,Y,62.67,23,Paid,3,7,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","26/02/2023 22:59:59,15/03/2023 17:59:59,13/04/2023 05:59:59,30/04/2023 22:59:59",I'm feeling overwhelmed because Chemistry is hard to keep up with.,F
1091,priyanka5@school.com,Priyanka Tamang,Hetauda,9,85,55,0.95,1,Business,Retired,Degree,IL,Y,50.02,18,Paid,4,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","23/02/2023 11:59:59,24/03/2023 12:59:59,05/04/2023 02:59:59,25/04/2023 21:59:59",I'm feeling isolated because Nepali is too much right now.,F
1092,paras4@school.com,Paras Malla,Dhangadhi,11,6,43,1.4,9,Retired,Service,12,Degree,Y,93.52,70,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 20:59:59,10/03/2023 05:59:59,03/04/2023 08:59:59,23/04/2023 03:59:59","Lately, I've been stressed because English is confusing for me.",F
1093,keki7@school.com,Keki Lamichhane,Pokhara,12,1,15,1.53,18,Business,Housewife,Degree,PG,Y,72.15,6,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","18/02/2023 03:59:59,10/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 15:59:59","Currently, I'm confused because Physics is where I'm struggling the most.",F
1094,swastima9@school.com,Swastima Thapa,Pokhara,10,79,63,1.92,2,Business,Others,IL,Degree,Y,46.36,18,Overdue,5,5,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","24/02/2023 02:59:59,18/03/2023 05:59:59,11/04/2023 05:59:59,28/04/2023 02:59:59","To be fair, I'm low because Physics is where I'm struggling the most.",F
